county,code,age_group,year,deaths,pop,age,mx
"Ventura County, CA",6111,65-74 years,1999,824,40066,65,0.02056606599111466
"Ventura County, CA",6111,65-74 years,2000,788,40244,65,0.01958055859258523
"Ventura County, CA",6111,65-74 years,2001,807,40952,65,0.019705997265090838
"Ventura County, CA",6111,65-74 years,2002,777,41606,65,0.018675191078209873
"Ventura County, CA",6111,65-74 years,2003,743,42388,65,0.01752854581485326
"Ventura County, CA",6111,65-74 years,2004,752,42935,65,0.017514848026085945
"Ventura County, CA",6111,65-74 years,2005,680,43297,65,0.01570547612998591
"Ventura County, CA",6111,65-74 years,2006,708,44290,65,0.01598554978550463
"Ventura County, CA",6111,65-74 years,2007,671,45724,65,0.014675006561105765
"Ventura County, CA",6111,65-74 years,2008,709,47796,65,0.014833877311908947
"Ventura County, CA",6111,65-74 years,2009,741,49828,65,0.014871156779320863
"Ventura County, CA",6111,65-74 years,2010,726,51396,65,0.014125612888162503
"Ventura County, CA",6111,65-74 years,2011,666,54111,65,0.012308033486721739
"Ventura County, CA",6111,65-74 years,2012,713,58334,65,0.012222717454657661
"Ventura County, CA",6111,65-74 years,2013,798,61846,65,0.012903017171684506
"Ventura County, CA",6111,65-74 years,2014,812,65274,65,0.012439868860495756
"Ventura County, CA",6111,65-74 years,2015,925,68698,65,0.013464729686453755
"Ventura County, CA",6111,65-74 years,2016,934,71823,65,0.013004190858081672
"Ventura County, CA",6111,75-84 years,1999,1405,26749,75,0.05252532804964671
"Ventura County, CA",6111,75-84 years,2000,1489,27271,75,0.054600124674562725
"Ventura County, CA",6111,75-84 years,2001,1390,28078,75,0.04950495049504951
"Ventura County, CA",6111,75-84 years,2002,1411,28877,75,0.04886241645600305
"Ventura County, CA",6111,75-84 years,2003,1498,29136,75,0.05141405820977485
"Ventura County, CA",6111,75-84 years,2004,1385,29348,75,0.04719231293444187
"Ventura County, CA",6111,75-84 years,2005,1333,29774,75,0.04477060522603614
"Ventura County, CA",6111,75-84 years,2006,1320,29939,75,0.04408964895287084
"Ventura County, CA",6111,75-84 years,2007,1357,30044,75,0.045167088270536546
"Ventura County, CA",6111,75-84 years,2008,1378,30468,75,0.04522777996586583
"Ventura County, CA",6111,75-84 years,2009,1301,30637,75,0.04246499330874433
"Ventura County, CA",6111,75-84 years,2010,1226,30870,75,0.03971493359248461
"Ventura County, CA",6111,75-84 years,2011,1234,31329,75,0.039388426058923044
"Ventura County, CA",6111,75-84 years,2012,1257,31844,75,0.039473684210526314
"Ventura County, CA",6111,75-84 years,2013,1286,32610,75,0.03943575590309721
"Ventura County, CA",6111,75-84 years,2014,1285,33570,75,0.038278224605302356
"Ventura County, CA",6111,75-84 years,2015,1333,34339,75,0.03881883572614229
"Ventura County, CA",6111,75-84 years,2016,1269,35436,75,0.03581103962072469
"Ventura County, CA",6111,85+ years,1999,1290,8944,85,0.14423076923076922
"Ventura County, CA",6111,85+ years,2000,1353,9289,85,0.14565615243836796
"Ventura County, CA",6111,85+ years,2001,1379,9607,85,0.1435411678984074
"Ventura County, CA",6111,85+ years,2002,1469,10044,85,0.14625647152528873
"Ventura County, CA",6111,85+ years,2003,1533,10407,85,0.1473046987604497
"Ventura County, CA",6111,85+ years,2004,1471,10605,85,0.1387081565299387
"Ventura County, CA",6111,85+ years,2005,1452,11290,85,0.12860938883968112
"Ventura County, CA",6111,85+ years,2006,1639,11944,85,0.1372237106496986
"Ventura County, CA",6111,85+ years,2007,1560,12302,85,0.1268086490001626
"Ventura County, CA",6111,85+ years,2008,1658,12905,85,0.12847733436652461
"Ventura County, CA",6111,85+ years,2009,1688,13653,85,0.12363583095290412
"Ventura County, CA",6111,85+ years,2010,1737,14043,85,0.12369151890621662
"Ventura County, CA",6111,85+ years,2011,1866,14714,85,0.1268179964659508
"Ventura County, CA",6111,85+ years,2012,1934,15106,85,0.128028597908116
"Ventura County, CA",6111,85+ years,2013,2117,15498,85,0.1365982707446122
"Ventura County, CA",6111,85+ years,2014,1973,15849,85,0.12448734935958104
"Ventura County, CA",6111,85+ years,2015,2121,16236,85,0.13063562453806357
"Ventura County, CA",6111,85+ years,2016,2109,16674,85,0.12648434688736956
"Yolo County, CA",6113,< 1 year,2000,14,2105,0,0.00665083135391924
"Yolo County, CA",6113,< 1 year,2001,13,2242,0,0.005798394290811775
"Yolo County, CA",6113,< 1 year,2002,10,2313,0,0.00432338953739732
"Yolo County, CA",6113,< 1 year,2003,12,2390,0,0.00502092050209205
"Yolo County, CA",6113,< 1 year,2005,11,2294,0,0.004795117698343505
"Yolo County, CA",6113,< 1 year,2006,11,2429,0,0.004528612597776863
"Yolo County, CA",6113,< 1 year,2007,12,2475,0,0.0048484848484848485
"Yolo County, CA",6113,< 1 year,2012,10,2317,0,0.0043159257660768235
"Yolo County, CA",6113,< 1 year,2014,11,2463,0,0.004466098254161592
"Yolo County, CA",6113,< 1 year,2015,20,2407,0,0.008309098462816784
"Yolo County, CA",6113,15-19 years,2002,10,18856,15,5.303351718285957e-4
"Yolo County, CA",6113,15-19 years,2005,10,19043,15,5.251273433807698e-4
"Yolo County, CA",6113,15-19 years,2008,11,19565,15,5.622284692052134e-4
"Yolo County, CA",6113,20-24 years,2006,12,27212,20,4.409819197412906e-4
"Yolo County, CA",6113,20-24 years,2014,11,30214,20,3.640696365923082e-4
"Yolo County, CA",6113,20-24 years,2015,10,30364,20,3.293373732051113e-4
"Yolo County, CA",6113,25-34 years,1999,12,23750,25,5.052631578947368e-4
"Yolo County, CA",6113,25-34 years,2000,20,23677,25,8.447016091565655e-4
"Yolo County, CA",6113,25-34 years,2001,17,23287,25,7.300210417829691e-4
"Yolo County, CA",6113,25-34 years,2002,22,23722,25,9.27409156057668e-4
"Yolo County, CA",6113,25-34 years,2003,11,23907,25,4.601162839335759e-4
"Yolo County, CA",6113,25-34 years,2004,19,23965,25,7.928228666805758e-4
"Yolo County, CA",6113,25-34 years,2005,21,23895,25,8.788449466415569e-4
"Yolo County, CA",6113,25-34 years,2006,16,24716,25,6.473539407671144e-4
"Yolo County, CA",6113,25-34 years,2007,16,25957,25,6.164040528566475e-4
"Yolo County, CA",6113,25-34 years,2008,14,27170,25,5.152741994847257e-4
"Yolo County, CA",6113,25-34 years,2009,17,28020,25,6.067094932191291e-4
"Yolo County, CA",6113,25-34 years,2010,14,28168,25,4.970178926441351e-4
"Yolo County, CA",6113,25-34 years,2012,16,27418,25,5.835582464074696e-4
"Yolo County, CA",6113,25-34 years,2013,29,27766,25,0.0010444428437657567
"Yolo County, CA",6113,25-34 years,2014,21,28464,25,7.377740303541315e-4
"Yolo County, CA",6113,25-34 years,2015,21,29018,25,7.236887449169481e-4
"Yolo County, CA",6113,25-34 years,2016,29,29573,25,9.806242180367226e-4
"Yolo County, CA",6113,35-44 years,1999,48,23685,35,0.002026599113362888
"Yolo County, CA",6113,35-44 years,2000,39,23866,35,0.0016341238582083298
"Yolo County, CA",6113,35-44 years,2001,42,24288,35,0.0017292490118577075
"Yolo County, CA",6113,35-44 years,2002,26,24524,35,0.0010601859403033763
"Yolo County, CA",6113,35-44 years,2003,43,24330,35,0.0017673653925195233
"Yolo County, CA",6113,35-44 years,2004,49,24275,35,0.0020185375901132854
"Yolo County, CA",6113,35-44 years,2005,45,24105,35,0.001866832607342875
"Yolo County, CA",6113,35-44 years,2006,29,24168,35,0.001199933796756041
"Yolo County, CA",6113,35-44 years,2007,37,24312,35,0.0015218821980914775
"Yolo County, CA",6113,35-44 years,2008,24,24133,35,9.944888741557204e-4
"Yolo County, CA",6113,35-44 years,2009,35,24032,35,0.0014563914780292943
"Yolo County, CA",6113,35-44 years,2010,36,23913,35,0.0015054572826496049
"Yolo County, CA",6113,35-44 years,2011,34,23615,35,0.0014397628625873386
"Yolo County, CA",6113,35-44 years,2012,39,23730,35,0.0016434892541087231
"Yolo County, CA",6113,35-44 years,2013,32,23763,35,0.0013466313175945798
"Yolo County, CA",6113,35-44 years,2014,35,24101,35,0.0014522218995062445
"Yolo County, CA",6113,35-44 years,2015,33,24518,35,0.0013459499143486419
"Yolo County, CA",6113,35-44 years,2016,33,25055,35,0.001317102374775494
"Yolo County, CA",6113,45-54 years,1999,80,19505,45,0.004101512432709562
"Yolo County, CA",6113,45-54 years,2000,77,20301,45,0.003792916605093345
"Yolo County, CA",6113,45-54 years,2001,91,21456,45,0.00424123788217748
"Yolo County, CA",6113,45-54 years,2002,96,22014,45,0.004360861270100845
"Yolo County, CA",6113,45-54 years,2003,94,22410,45,0.004194556001784917
"Yolo County, CA",6113,45-54 years,2004,90,22796,45,0.003948061063344446
"Yolo County, CA",6113,45-54 years,2005,94,23152,45,0.004060124395300622
"Yolo County, CA",6113,45-54 years,2006,96,23733,45,0.004045000632031349
"Yolo County, CA",6113,45-54 years,2007,89,24333,45,0.0036575843504705542
"Yolo County, CA",6113,45-54 years,2008,84,24550,45,0.0034215885947046845
"Yolo County, CA",6113,45-54 years,2009,78,24702,45,0.003157639057566189
"Yolo County, CA",6113,45-54 years,2010,83,24830,45,0.003342730567861458
"Yolo County, CA",6113,45-54 years,2011,81,24617,45,0.0032904090669049844
"Yolo County, CA",6113,45-54 years,2012,86,24310,45,0.003537638831756479
"Yolo County, CA",6113,45-54 years,2013,81,24048,45,0.0033682634730538923
"Yolo County, CA",6113,45-54 years,2014,83,24071,45,0.003448132607702214
"Yolo County, CA",6113,45-54 years,2015,92,24111,45,0.003815685786570445
"Yolo County, CA",6113,45-54 years,2016,75,23825,45,0.0031479538300104933
"Yolo County, CA",6113,55-64 years,1999,108,11227,55,0.009619666874498976
"Yolo County, CA",6113,55-64 years,2000,106,11613,55,0.009127701713596831
"Yolo County, CA",6113,55-64 years,2001,120,12287,55,0.009766419793277447
"Yolo County, CA",6113,55-64 years,2002,115,13280,55,0.008659638554216868
"Yolo County, CA",6113,55-64 years,2003,132,14146,55,0.00933125972006221
"Yolo County, CA",6113,55-64 years,2004,139,14830,55,0.009372892784895483
"Yolo County, CA",6113,55-64 years,2005,133,15608,55,0.008521271143003589
"Yolo County, CA",6113,55-64 years,2006,120,16549,55,0.007251193425584628
"Yolo County, CA",6113,55-64 years,2007,130,17654,55,0.007363770250368188
"Yolo County, CA",6113,55-64 years,2008,149,18448,55,0.008076756287944492
"Yolo County, CA",6113,55-64 years,2009,153,19461,55,0.00786187760135656
"Yolo County, CA",6113,55-64 years,2010,154,20159,55,0.007639267820824446
"Yolo County, CA",6113,55-64 years,2011,158,20753,55,0.007613357104996868
"Yolo County, CA",6113,55-64 years,2012,179,20973,55,0.008534782816001526
"Yolo County, CA",6113,55-64 years,2013,178,21312,55,0.008352102102102103
"Yolo County, CA",6113,55-64 years,2014,166,21761,55,0.0076283259041404344
"Yolo County, CA",6113,55-64 years,2015,170,22191,55,0.007660763372538417
"Yolo County, CA",6113,55-64 years,2016,159,22432,55,0.0070880884450784595
"Yolo County, CA",6113,65-74 years,1999,169,8047,65,0.0210016155088853
"Yolo County, CA",6113,65-74 years,2000,187,8056,65,0.023212512413108243
"Yolo County, CA",6113,65-74 years,2001,206,8227,65,0.025039504071958187
"Yolo County, CA",6113,65-74 years,2002,179,8393,65,0.021327296556654354
"Yolo County, CA",6113,65-74 years,2003,175,8536,65,0.020501405810684162
"Yolo County, CA",6113,65-74 years,2004,173,8754,65,0.019762394334018735
"Yolo County, CA",6113,65-74 years,2005,179,8763,65,0.02042679447677736
"Yolo County, CA",6113,65-74 years,2006,156,8983,65,0.017366136034732273
"Yolo County, CA",6113,65-74 years,2007,167,9266,65,0.018022879343837686
"Yolo County, CA",6113,65-74 years,2008,168,9729,65,0.017267961763798953
"Yolo County, CA",6113,65-74 years,2009,173,10203,65,0.01695579731451534
"Yolo County, CA",6113,65-74 years,2010,147,10570,65,0.01390728476821192
"Yolo County, CA",6113,65-74 years,2011,180,11151,65,0.016142050040355124
"Yolo County, CA",6113,65-74 years,2012,203,11991,65,0.016929363689433742
"Yolo County, CA",6113,65-74 years,2013,196,12845,65,0.015258855585831062
"Yolo County, CA",6113,65-74 years,2014,197,13493,65,0.014600163047506115
"Yolo County, CA",6113,65-74 years,2015,255,14270,65,0.017869656622284513
"Yolo County, CA",6113,65-74 years,2016,200,14950,65,0.013377926421404682
"Yolo County, CA",6113,75-84 years,1999,307,5636,75,0.05447125621007807
"Yolo County, CA",6113,75-84 years,2000,293,5753,75,0.05092994959151747
"Yolo County, CA",6113,75-84 years,2001,353,5972,75,0.05910917615539183
"Yolo County, CA",6113,75-84 years,2002,325,6032,75,0.05387931034482758
"Yolo County, CA",6113,75-84 years,2003,343,6125,75,0.056
"Yolo County, CA",6113,75-84 years,2004,297,6112,75,0.048592931937172776
"Yolo County, CA",6113,75-84 years,2005,307,6236,75,0.049230275817831945
"Yolo County, CA",6113,75-84 years,2006,343,6310,75,0.05435816164817749
"Yolo County, CA",6113,75-84 years,2007,310,6289,75,0.04929241532835109
"Yolo County, CA",6113,75-84 years,2008,297,6243,75,0.04757328207592504
"Yolo County, CA",6113,75-84 years,2009,295,6251,75,0.0471924492081267
"Yolo County, CA",6113,75-84 years,2010,301,6227,75,0.048337883410952305
"Yolo County, CA",6113,75-84 years,2011,275,6327,75,0.04346451714872768
"Yolo County, CA",6113,75-84 years,2012,295,6458,75,0.045679777020749456
"Yolo County, CA",6113,75-84 years,2013,296,6657,75,0.04446447348655551
"Yolo County, CA",6113,75-84 years,2014,283,6862,75,0.041241620518799184
"Yolo County, CA",6113,75-84 years,2015,284,7109,75,0.03994935996623998
"Yolo County, CA",6113,75-84 years,2016,307,7381,75,0.04159328004335456
"Yolo County, CA",6113,85+ years,1999,284,1912,85,0.14853556485355648
"Yolo County, CA",6113,85+ years,2000,311,1973,85,0.15762797769893563
"Yolo County, CA",6113,85+ years,2001,324,2052,85,0.15789473684210525
"Yolo County, CA",6113,85+ years,2002,337,2075,85,0.16240963855421686
"Yolo County, CA",6113,85+ years,2003,360,2143,85,0.1679888007466169
"Yolo County, CA",6113,85+ years,2004,318,2191,85,0.14513920584208123
"Yolo County, CA",6113,85+ years,2005,360,2333,85,0.15430775825117873
"Yolo County, CA",6113,85+ years,2006,359,2428,85,0.14785831960461285
"Yolo County, CA",6113,85+ years,2007,340,2600,85,0.13076923076923078
"Yolo County, CA",6113,85+ years,2008,343,2761,85,0.12423035132198479
"Yolo County, CA",6113,85+ years,2009,345,2855,85,0.12084063047285463
"Yolo County, CA",6113,85+ years,2010,400,2974,85,0.13449899125756556
"Yolo County, CA",6113,85+ years,2011,395,3092,85,0.1277490297542044
"Yolo County, CA",6113,85+ years,2012,414,3202,85,0.1292941911305434
"Yolo County, CA",6113,85+ years,2013,411,3275,85,0.12549618320610686
"Yolo County, CA",6113,85+ years,2014,403,3421,85,0.1178018123355744
"Yolo County, CA",6113,85+ years,2015,430,3547,85,0.12122920778122356
"Yolo County, CA",6113,85+ years,2016,465,3725,85,0.12483221476510067
"Yuba County, CA",6115,< 1 year,2000,10,984,0,0.01016260162601626
"Yuba County, CA",6115,< 1 year,2008,10,1268,0,0.007886435331230283
"Yuba County, CA",6115,< 1 year,2015,12,1164,0,0.010309278350515464
"Yuba County, CA",6115,15-19 years,2006,10,5389,15,0.0018556318426424198
"Yuba County, CA",6115,20-24 years,2003,11,5035,20,0.0021847070506454814
"Yuba County, CA",6115,25-34 years,1999,11,8072,25,0.0013627353815659068
"Yuba County, CA",6115,25-34 years,2003,10,8044,25,0.0012431626056688214
"Yuba County, CA",6115,25-34 years,2005,12,9036,25,0.0013280212483399733
"Yuba County, CA",6115,25-34 years,2006,11,10024,25,0.001097366320830008
"Yuba County, CA",6115,25-34 years,2007,13,10293,25,0.0012629942679490917
"Yuba County, CA",6115,25-34 years,2008,11,10513,25,0.0010463235993531817
"Yuba County, CA",6115,25-34 years,2009,11,10433,25,0.001054346784242308
"Yuba County, CA",6115,25-34 years,2012,10,10879,25,9.192021325489476e-4
"Yuba County, CA",6115,25-34 years,2013,16,11144,25,0.0014357501794687725
"Yuba County, CA",6115,25-34 years,2014,13,11413,25,0.0011390519582931745
"Yuba County, CA",6115,25-34 years,2015,18,11501,25,0.0015650812972784975
"Yuba County, CA",6115,35-44 years,1999,29,8911,35,0.0032544046683873865
"Yuba County, CA",6115,35-44 years,2000,22,8946,35,0.0024591996422982337
"Yuba County, CA",6115,35-44 years,2001,19,8947,35,0.0021236168548116685
"Yuba County, CA",6115,35-44 years,2002,21,8828,35,0.002378794743996375
"Yuba County, CA",6115,35-44 years,2003,23,8690,35,0.0026467203682393557
"Yuba County, CA",6115,35-44 years,2004,22,8679,35,0.0025348542458808617
"Yuba County, CA",6115,35-44 years,2005,26,8854,35,0.0029365258640162636
"Yuba County, CA",6115,35-44 years,2006,18,9112,35,0.001975417032484636
"Yuba County, CA",6115,35-44 years,2007,23,9209,35,0.0024975567379737214
"Yuba County, CA",6115,35-44 years,2008,19,9121,35,0.0020831049227058437
"Yuba County, CA",6115,35-44 years,2009,17,8953,35,0.0018988048698760191
"Yuba County, CA",6115,35-44 years,2010,15,8875,35,0.0016901408450704226
"Yuba County, CA",6115,35-44 years,2011,25,8654,35,0.002888837531777213
"Yuba County, CA",6115,35-44 years,2012,13,8614,35,0.0015091711167866265
"Yuba County, CA",6115,35-44 years,2013,20,8697,35,0.0022996435552489363
"Yuba County, CA",6115,35-44 years,2014,26,8692,35,0.002991256327657616
"Yuba County, CA",6115,35-44 years,2015,23,8911,35,0.0025810795645830995
"Yuba County, CA",6115,35-44 years,2016,21,9095,35,0.002308960967564596
"Yuba County, CA",6115,45-54 years,1999,45,6886,45,0.006534998547778101
"Yuba County, CA",6115,45-54 years,2000,49,7062,45,0.006938544321721892
"Yuba County, CA",6115,45-54 years,2001,47,7442,45,0.006315506584251545
"Yuba County, CA",6115,45-54 years,2002,60,7595,45,0.007899934167215274
"Yuba County, CA",6115,45-54 years,2003,51,7948,45,0.006416708605938601
"Yuba County, CA",6115,45-54 years,2004,47,8098,45,0.005803902198073598
"Yuba County, CA",6115,45-54 years,2005,57,8498,45,0.006707460578959755
"Yuba County, CA",6115,45-54 years,2006,64,8845,45,0.007235726399095534
"Yuba County, CA",6115,45-54 years,2007,58,9148,45,0.006340183646698732
"Yuba County, CA",6115,45-54 years,2008,46,9417,45,0.004884782839545502
"Yuba County, CA",6115,45-54 years,2009,54,9347,45,0.005777254734139296
"Yuba County, CA",6115,45-54 years,2010,56,9548,45,0.005865102639296188
"Yuba County, CA",6115,45-54 years,2011,49,9368,45,0.0052305721605465415
"Yuba County, CA",6115,45-54 years,2012,44,9097,45,0.0048367593712212815
"Yuba County, CA",6115,45-54 years,2013,50,8866,45,0.005639521768554027
"Yuba County, CA",6115,45-54 years,2014,46,8717,45,0.005277044854881266
"Yuba County, CA",6115,45-54 years,2015,46,8514,45,0.005402865867982147
